DATA_ATIVACAO;NUN_NTC;TIPO_OPERACAO;PLANO;COD_MOBILE;MES_REFERENCIA;VALIDO_COMISSAO;VALOR_COMISSAO;COD_IRREG;ARQUIVO;DATA_ESTORNO;PENDENCIA;VALOR_FRANQUIA;SIMCARD;COD_QUINZENA;STATUS_GED;NTC_ANTERIOR;PLANO_ANTERIOR;NUM_CHAMADO;CONTRATO_EBT_NET;CLASSIFICACAO_PGTO;FRANQUIA_ANTERIOR;VALOR_DELTA;VALOR_FATOR;DAT_DIGITALIZACAO;DSC_NOME_PLANO;;;;;
23/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;7,49001E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
22/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366693990;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
22/02/2023 00:00;0;FONE FIXO;FALE ILIMITADO BRASIL TOTAL;CLRZ;202302;t;90;0;FT_COMISSIONAMENTO;;OK;30;'';P2;AUDIO_CONEXAO;;;;88624592470;PREMIUM;;;3;;FONE ILIM BR TOTAL 30.00;;;;;#N/D
28/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;7,49001E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
27/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366697391;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
22/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;284,7;0;FT_COMISSIONAMENTO;;OK;94.9;'';P2;AUDIO_CONEXAO;;;;5,70001E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
16/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;89341523045;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
16/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;284,7;0;FT_COMISSIONAMENTO;;OK;94.9;'';P2;AUDIO_CONEXAO;;;;7,24001E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
17/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;89341523487;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
22/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 350 MB;CLRZ;202302;f;0;95;FT_COMISSIONAMENTO;;SEM DOCUMENTACAO;104.9;'';P2;;;;;9,96375E+11;PREMIUM;;;3;;BL 350M COMBINADO FID;;;;;9,96375E+11
22/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,67;0;FT_COMISSIONAMENTO;;OK;104.89;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;BL 250M AQS BS FID;;;;;9,96375E+11
18/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366690621;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
24/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;89341525072;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
24/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;89341525013;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
24/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 500 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;7,24001E+11;PREMIUM;;;3;;BL 500M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
22/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;89341524742;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
22/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;284,7;0;FT_COMISSIONAMENTO;;OK;94.9;'';P2;AUDIO_CONEXAO;;;;7,24001E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
22/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;89341524181;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
28/02/2023 00:00;48988352866;ATIVACAO POS-PAGO;PLANO CONTROLE MAIS 13GB COMBO - CF - CM;CLRZ;202302;t;149,7;0;MOBILE;;OK;49.9;'89550532400039427239';P2;AUDIO_CONEXAO;;;;89341525900;PREMIUM;;;3;;PLANO CONTROLE MAIS 13GB COMBO;;;;;#N/D
18/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;2,03001E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
27/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;284,7;0;FT_COMISSIONAMENTO;;OK;94.9;'';P2;AUDIO_CONEXAO;;;;5,70001E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
21/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 500 MB;CLRZ;202302;t;434,7;0;FT_COMISSIONAMENTO;;OK;144.9;'';P2;AUDIO_CONEXAO;;;;86366692594;PREMIUM;;;3;;BL 500M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
21/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366692608;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
04/02/2023 00:00;0;TV;CLARO TV MAIS BOX;CLRZ;202302;f;0;75;FT_COMISSIONAMENTO;;PONTO ADICIONAL NAO COMISSIONADO;0;'';P2;;;;;8,84623E+11;PREMIUM;;;3;;CLARO STREAMING HD TVMAIS TOP VOZ STX;;;;;8,84623E+11
27/02/2023 00:00;0;FONE FIXO;FALE ILIMITADO BRASIL TOTAL;CLRZ;202302;t;90;0;FT_COMISSIONAMENTO;;OK;30;'';P2;AUDIO_CONEXAO;;;;5,70001E+11;PREMIUM;;;3;;FONE ILIM BR TOTAL - PON 30.00;;;;;#N/D
23/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366694007;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
23/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366695259;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
25/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;284,7;0;FT_COMISSIONAMENTO;;OK;94.9;'';P2;AUDIO_CONEXAO;;;;5,70001E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
08/02/2023 00:00;0;TROCA DE PLANO UR;EQUIVALENCIA DE PLANO UR;CLRZ;202302;f;0;30;FT_COMISSIONAMENTO;;ATIVACAO REALIZADA DENTRO DE 45 DIAS;0;'';P2;;;;;2,03001E+11;PREMIUM;144,9;0;3,5;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
22/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366693256;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
13/02/2023 00:00;0;TROCA DE PLANO UR;EQUIVALENCIA DE PLANO UR;CLRZ;202302;f;0;30;FT_COMISSIONAMENTO;;ATIVACAO REALIZADA DENTRO DE 45 DIAS;0;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;135;0;3,5;;BL 300M IP FIXO EMP PME FID;;;;;9,96375E+11
24/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 125 MB;CLRZ;202302;t;254,7;0;FT_COMISSIONAMENTO;;OK;84.9;'';P2;AUDIO_CONEXAO;;;;3,63003E+11;PREMIUM;;;3;;BL 125M SINGLE OU C/ FONE FID;;;;;#N/D
24/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;88624597200;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
24/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;3,63003E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
17/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366689704;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
17/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 125 MB;CLRZ;202302;t;254,7;0;FT_COMISSIONAMENTO;;OK;84.9;'';P2;AUDIO_CONEXAO;;;;86366690010;PREMIUM;;;3;;BL 125M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
22/02/2023 00:00;0;FONE FIXO;FALE ILIMITADO BRASIL TOTAL;CLRZ;202302;t;90;0;FT_COMISSIONAMENTO;;OK;30;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;FONE ILIM BR TOTAL 30.00;;;;;#N/D
24/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,67;0;FT_COMISSIONAMENTO;;OK;104.89;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;BL 250M AQS BS FID;;;;;9,96375E+11
23/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 500 MB;CLRZ;202302;t;374,7;0;FT_COMISSIONAMENTO;;OK;124.9;'';P2;AUDIO_CONEXAO;;;;91380386971;PREMIUM;;;3;;BL 500M SINGLE OU C/ FONE FID;;;;;#N/D
04/02/2023 00:00;0;AGREGADOS;EXTENSOR WI-FI MESH;CLRZ;202302;f;0;95;FT_COMISSIONAMENTO;;SEM DOCUMENTACAO;10;'';P2;;;;;8,84623E+11;PREMIUM;;;;;WIFI MESH;;;;;8,84623E+11
22/02/2023 00:00;0;TV;CLARO TV MAIS BOX;CLRZ;202302;f;0;95;FT_COMISSIONAMENTO;;SEM DOCUMENTACAO;104.9;'';P2;;;;;9,96375E+11;PREMIUM;;;3;;CLARO STREAMING HD TVMAIS TOP VOZ STX;;;;;9,96375E+11
27/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 600 MB;CLRZ;202302;t;405;0;FT_COMISSIONAMENTO;;OK;135;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;BL 600M EMP PME CNPJ FID;;;;;#N/D
28/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 350 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;89341525900;PREMIUM;;;3;;BL 350M COMBINADO BWF PON FID;;;;;#N/D
15/02/2023 00:00;0;TV;CLARO TV MAIS BOX;CLRZ;202302;f;0;75;FT_COMISSIONAMENTO;;PONTO ADICIONAL NAO COMISSIONADO;0;'';P2;AUDIO_CONEXAO;;;;8,84623E+11;PREMIUM;;;3;;CLARO STREAMING HD TVMAIS TOP VOZ STX;;;;;#N/D
28/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;93301450166;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
28/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;91380386050;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
25/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366696875;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
23/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;89341524785;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
22/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,67;0;FT_COMISSIONAMENTO;;OK;104.89;'';P2;AUDIO_CONEXAO;;;;3,79001E+11;PREMIUM;;;3;;BL 250M SINGLE/FONE AQS BS BWF PON FID;;;;;3,79001E+11
17/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 125 MB;CLRZ;202302;t;254,7;0;FT_COMISSIONAMENTO;;OK;84.9;'';P2;AUDIO_CONEXAO;;;;2,03001E+11;PREMIUM;;;3;;BL 125M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
17/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 125 MB;CLRZ;202302;t;254,7;0;FT_COMISSIONAMENTO;;OK;84.9;'';P2;AUDIO_CONEXAO;;;;2,03001E+11;PREMIUM;;;3;;BL 125M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
18/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;7,49001E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
24/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 125 MB;CLRZ;202302;t;254,7;0;FT_COMISSIONAMENTO;;OK;84.9;'';P2;AUDIO_CONEXAO;;;;7,49001E+11;PREMIUM;;;3;;BL 125M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
27/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;88624594163;PREMIUM;;;3;;BL 250M COMBINADO FID;;;;;#N/D
16/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;7,49001E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID;;;;;#N/D
23/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;88624592900;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
01/02/2023 00:00;0;TROCA DE PLANO UR;EQUIVALENCIA DE PLANO UR;CLRZ;202302;f;0;30;FT_COMISSIONAMENTO;;ATIVACAO REALIZADA DENTRO DE 45 DIAS;0;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;0;3,5;;CLAROTVMAIS TOP HD FID;;;;;#N/D
21/02/2023 00:00;0;TV;CLARO TV MAIS 4K;CLRZ;202302;f;0;75;FT_COMISSIONAMENTO;;PONTO ADICIONAL NAO COMISSIONADO;0;'';P2;AUDIO_CONEXAO;;;;1,93002E+11;PREMIUM;;;3;;CLAROTVMAIS TOP HD 4K VOZ FID;;;;;#N/D
22/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;88610403233;PREMIUM;;;3;;BL 250M COMBINADO FID;;;;;#N/D
23/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;88624595127;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
23/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;88624595178;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
20/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 500 MB;CLRZ;202302;t;374,7;0;FT_COMISSIONAMENTO;;OK;124.9;'';P2;AUDIO_CONEXAO;;;;91380385967;PREMIUM;;;3;;BL 500M SINGLE OU C/ FONE FID;;;;;#N/D
20/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;88624592080;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID;;;;;#N/D
20/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 350 MB;CLRZ;202302;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;88624592918;PREMIUM;;;3;;BL 350M COMBINADO FID;;;;;#N/D
27/02/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 125 MB;CLRZ;202302;t;254,7;0;FT_COMISSIONAMENTO;;OK;84.9;'';P2;AUDIO_CONEXAO;;;;5,31011E+11;PREMIUM;;;3;;BL 125M SINGLE OU C/ FONE FID;;;;;#N/D
17/02/2023 00:00;0;FONE FIXO;FALE ILIMITADO BRASIL TOTAL;CLRZ;202302;t;90;0;FT_COMISSIONAMENTO;;OK;30;'';P2;AUDIO_CONEXAO;;;;86366690010;PREMIUM;;;3;;FONE ILIM BR TOTAL - PON 30.00;;;;;#N/D
