DATA_ATIVACAO;NUN_NTC;TIPO_OPERACAO;PLANO;COD_MOBILE;MES_REFERENCIA;VALIDO_COMISSAO;VALOR_COMISSAO;COD_IRREG;ARQUIVO;DATA_ESTORNO;PENDENCIA;VALOR_FRANQUIA;SIMCARD;COD_QUINZENA;STATUS_GED;NTC_ANTERIOR;PLANO_ANTERIOR;NUM_CHAMADO;CONTRATO_EBT_NET;CLASSIFICACAO_PGTO;FRANQUIA_ANTERIOR;VALOR_DELTA;VALOR_FATOR;DAT_DIGITALIZACAO;DSC_NOME_PLANO
27/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;BL 250M COMBINADO FID
25/03/2023 00:00;0;TV;CLARO TV MAIS BOX;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;8,84623E+11;PREMIUM;;;3;;CLARO STREAMING HD TVMAIS TOP VOZ STX
27/03/2023 00:00;0;FONE FIXO;FALE ILIMITADO BRASIL TOTAL;CLRZ;202303;t;90;0;FT_COMISSIONAMENTO;;OK;30;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;FONE ILIM BR TOTAL 30.00
25/03/2023 00:00;0;TV;CLARO TV MAIS BOX;CLRZ;202303;f;0;95;FT_COMISSIONAMENTO;;SEM DOCUMENTACAO;104.9;'';P2;;;;;5,31011E+11;PREMIUM;;;3;;CLARO STREAMING HD TVMAIS TOP VOZ STX
30/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366727991;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID
30/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366728033;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID
28/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;3,89001E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID
30/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;f;0;95;FT_COMISSIONAMENTO;;SEM DOCUMENTACAO;104.89;'';P2;;;;;9,96375E+11;PREMIUM;;;3;;BL 250M AQS BS FID
30/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID
30/03/2023 00:00;0;TV;CLARO TV MAIS BOX;CLRZ;202303;f;0;75;FT_COMISSIONAMENTO;;PONTO ADICIONAL NAO COMISSIONADO;0;'';P2;AUDIO_CONEXAO;;;;5,31011E+11;PREMIUM;;;3;;CLARO STREAMING HD TVMAIS TOP TC VOZ STX
18/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;5,31011E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID
18/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 500 MB;CLRZ;202303;t;374,7;0;FT_COMISSIONAMENTO;;OK;124.9;'';P2;AUDIO_CONEXAO;;;;8,51001E+11;PREMIUM;;;3;;BL 500M SINGLE OU C/ FONE BWF PON FID
25/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 125 MB;CLRZ;202303;f;0;95;FT_COMISSIONAMENTO;;SEM DOCUMENTACAO;84.9;'';P2;;;;;5,31011E+11;PREMIUM;;;3;;BL 125M COMBINADO FID
25/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,67;0;FT_COMISSIONAMENTO;;OK;104.89;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;BL 250M AQS BS FID
25/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID
25/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID
24/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366722434;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID
23/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,67;0;FT_COMISSIONAMENTO;;OK;104.89;'';P2;AUDIO_CONEXAO;;;;7,49001E+11;PREMIUM;;;3;;BL 250M SINGLE/FONE AQS BS BWF PON FID
29/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID
30/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID
30/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;f;0;95;FT_COMISSIONAMENTO;;SEM DOCUMENTACAO;104.9;'';P2;;;;;8,51001E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID
29/03/2023 00:00;0;TV;CLARO TV MAIS BOX;CLRZ;202303;f;0;95;FT_COMISSIONAMENTO;;SEM DOCUMENTACAO;104.9;'';P2;;;;;9,96375E+11;PREMIUM;;;3;;CLARO STREAMING HD TVMAIS TOP VOZ STX
16/03/2023 00:00;0;FONE FIXO;FONE PME;CLRZ;202303;t;120;0;FT_COMISSIONAMENTO;;OK;40;'';P2;AUDIO_CONEXAO;;;;5,31011E+11;PREMIUM;;;3;;ILIM BRASIL TOTAL EMP PME 1L
28/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 350 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;BL 350M COMBINADO FID
31/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 300 MB;CLRZ;202303;t;345;0;FT_COMISSIONAMENTO;;OK;115;'';P2;AUDIO_CONEXAO;;;;88624624100;PREMIUM;;;3;;BL 300M EMP PME CNPJ FID
29/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 600 MB;CLRZ;202303;t;345;0;FT_COMISSIONAMENTO;;OK;115;'';P2;AUDIO_CONEXAO;;;;91380396217;PREMIUM;;;3;;BL 600M EMP PME C/CEL OU FONE CNPJ FID
29/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 300 MB;CLRZ;202303;t;345;0;FT_COMISSIONAMENTO;;OK;115;'';P2;AUDIO_CONEXAO;;;;88624622272;PREMIUM;;;3;;BL 300M EMP PME CNPJ FID
16/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 125 MB;CLRZ;202303;t;254,7;0;FT_COMISSIONAMENTO;;OK;84.9;'';P2;AUDIO_CONEXAO;;;;89341529760;PREMIUM;;;3;;BL 125M COMBINADO FID
23/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366717643;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID
27/03/2023 00:00;0;FONE FIXO;FALE ILIMITADO BRASIL TOTAL;CLRZ;202303;t;90;0;FT_COMISSIONAMENTO;;OK;30;'';P2;AUDIO_CONEXAO;;;;89341530580;PREMIUM;;;3;;FONE ILIM BR TOTAL - PON 30.00
16/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 600 MB;CLRZ;202303;t;345;0;FT_COMISSIONAMENTO;;OK;115;'';P2;AUDIO_CONEXAO;;;;5,31011E+11;PREMIUM;;;3;;BL 600M EMP PME C/CEL OU FONE CNPJ FID
16/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID
22/03/2023 00:00;0;FONE FIXO;FONE PME;CLRZ;202303;t;120;0;FT_COMISSIONAMENTO;;OK;40;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;ILIM BRASIL TOTAL EMP PME 1L
25/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,67;0;FT_COMISSIONAMENTO;;OK;104.89;'';P2;AUDIO_CONEXAO;;;;89341531552;PREMIUM;;;3;;BL 250M AQS BS FID
29/03/2023 00:00;0;TV;CLARO TV MAIS BOX;CLRZ;202303;f;0;75;FT_COMISSIONAMENTO;;PONTO ADICIONAL NAO COMISSIONADO;0;'';P2;;;;;9,96375E+11;PREMIUM;;;3;;CLARO STREAMING HD TVMAIS TOP VOZ STX
29/03/2023 00:00;0;TV;CLARO TV MAIS BOX;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;9,96374E+11;PREMIUM;;;3;;CLARO STREAMING HD TVMAIS TOP VOZ STX
24/03/2023 00:00;0;TROCA DE PLANO UR;EQUIVALENCIA DE PLANO UR;CLRZ;202303;f;0;30;FT_COMISSIONAMENTO;;ATIVACAO REALIZADA DENTRO DE 45 DIAS;0;'';P2;;;;;93301451456;PREMIUM;144,9;0;3,5;;TOP HD INDIVIDUAL CONF FID
28/03/2023 00:00;0;AGREGADOS;PONTO ULTRA;CLRZ;202303;t;7,5;0;FT_COMISSIONAMENTO;;OK;7.5;'';P2;AUDIO_CONEXAO;;;;5,31011E+11;PREMIUM;;;;;PONTO ULTRA
30/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;2,78002E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID
29/03/2023 00:00;0;FONE FIXO;FONE PME;CLRZ;202303;t;120;0;FT_COMISSIONAMENTO;;OK;40;'';P2;AUDIO_CONEXAO;;;;91380396217;PREMIUM;;;3;;ILIM BRASIL TOTAL EMP PME 1L
22/03/2023 00:00;45988248389;ATIVACAO POS-PAGO;PLANO CONTROLE MAIS 13GB COMBO - CF - CM;CLRZ;202303;t;149,7;0;MOBILE;;OK;49.9;'89550534400026663117';P2;AUDIO_CONEXAO;;;;6,41011E+11;PREMIUM;;;3;;PLANO CONTROLE MAIS 13GB COMBO
20/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366716892;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE BWF PON FID
20/03/2023 00:00;0;COMISSOES ADICIONAIS;PLUGIN CIDADES ACELERACAO;CLRZ;202303;t;57,75;0;PLUGIN CIDADES ACELERACAO;;OK;165;'';P2;AUDIO_CONEXAO;;;;2,36001E+11;PREMIUM;;;0,35;;VIRTUA 300 MB
25/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 125 MB;CLRZ;202303;t;254,7;0;FT_COMISSIONAMENTO;;OK;84.9;'';P2;AUDIO_CONEXAO;;;;3,79001E+11;PREMIUM;;;3;;BL 125M SINGLE OU C/ FONE BWF PON FID
22/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID
23/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 500 MB;CLRZ;202303;f;0;93;FT_COMISSIONAMENTO;;INTERCEPTACAO INTERNET;124.9;'';P2;AUDIO_CONEXAO;;;;7,49001E+11;PREMIUM;;;3;;BL 500M SINGLE OU C/ FONE BWF PON FID
23/03/2023 00:00;0;TV;CLARO TV MAIS BOX;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;CLARO STREAMING HD TVMAIS TOP VOZ STX
13/03/2023 00:00;0;TROCA DE PLANO UR;EQUIVALENCIA DE PLANO UR;CLRZ;202303;f;0;30;FT_COMISSIONAMENTO;;ATIVACAO REALIZADA DENTRO DE 45 DIAS;0;'';P2;AUDIO_CONEXAO;;;;3,79001E+11;PREMIUM;104,9;0;3,5;;BL 250M NETFLIX SINGLE/FONE BWF PON FID
18/03/2023 00:00;0;FONE FIXO;FALE ILIMITADO BRASIL TOTAL;CLRZ;202303;t;90;0;FT_COMISSIONAMENTO;;OK;30;'';P2;AUDIO_CONEXAO;;;;7,49001E+11;PREMIUM;;;3;;FONE ILIM BR TOTAL - PON 30.00
18/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 125 MB;CLRZ;202303;t;254,7;0;FT_COMISSIONAMENTO;;OK;84.9;'';P2;AUDIO_CONEXAO;;;;7,49001E+11;PREMIUM;;;3;;BL 125M COMBINADO BWF PON FID
17/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 125 MB;CLRZ;202303;t;254,7;0;FT_COMISSIONAMENTO;;OK;84.9;'';P2;AUDIO_CONEXAO;;;;5,31011E+11;PREMIUM;;;3;;BL 125M SINGLE OU C/ FONE FID
17/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID
17/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 125 MB;CLRZ;202303;f;0;95;FT_COMISSIONAMENTO;;SEM DOCUMENTACAO;84.9;'';P2;;;;;9,96375E+11;PREMIUM;;;3;;BL 125M SINGLE OU C/ FONE FID
17/03/2023 00:00;0;FONE FIXO;FALE ILIMITADO BRASIL TOTAL;CLRZ;202303;f;0;407;FT_COMISSIONAMENTO;;PRODUTO GRATUITO;0;'';P2;AUDIO_CONEXAO;;;;9,96375E+11;PREMIUM;;;3;;FONE ILIM BR TOT 3P COMB CEL 0.00
17/03/2023 00:00;0;FONE FIXO;FALE ILIMITADO BRASIL TOTAL;CLRZ;202303;f;0;112;FT_COMISSIONAMENTO;;CARROSSEL;0;'';P2;AUDIO_CONEXAO;;;;89341530050;PREMIUM;;;3;;FONE ILIM BR TOTAL 30.00
19/03/2023 00:00;0;TV;CLARO TV MAIS BOX;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;89341520712;PREMIUM;;;3;;CLARO STREAMING HD TVMAIS TOP VOZ STX
23/03/2023 00:00;0;BANDA LARGA FIXA;ACESSO VIRTUA;CLRZ;202303;f;0;93;FT_COMISSIONAMENTO;;INTERCEPTACAO INTERNET;0;'';P2;AUDIO_CONEXAO;;;;7,49001E+11;PREMIUM;;;3;;ACESSO VIRTUA
31/03/2023 00:00;0;BANDA LARGA FIXA;VIRTUA 250 MB;CLRZ;202303;t;314,7;0;FT_COMISSIONAMENTO;;OK;104.9;'';P2;AUDIO_CONEXAO;;;;86366729226;PREMIUM;;;3;;BL 250M SINGLE OU C/ FONE FID
